"lead_id","created_at","source","campaign_id","triage_category","lead_status","lead_score","company_size","industry","persona","region","preferred_channel","gdpr_consent","email","phone","assigned_engagement_agent","last_active_at"
"L0002245","2025-05-25T09:49:37","Outbound","CMP0022","Cold Lead","Qualified","92","1-10","Retail","CMO","LATAM","Call","True","csskru@example.com","+1-397-227-9767","EN-002","2025-06-28T12:33:11"
"L0002246","2025-05-17T06:45:22","Google Ads","CMP0007","Campaign Qualified","New","62","1001-5000","HealthTech","Sales Lead","EU","Ads","False","nsymqx@example.com","+1-454-491-8982","EN-005","2025-07-13T12:35:34"
"L0002247","2025-06-20T14:25:57","Website","CMP0014","Campaign Qualified","New","42","1001-5000","Media","Engineer","APAC","Social","True","qhhpfk@example.com","+1-441-946-5945","EN-017","2025-08-06T11:56:51"
"L0002248","2025-05-05T16:41:29","Google Ads","CMP0021","Campaign Qualified","Unqualified","33","1-10","Retail","Engineer","EU","Web","True","pojned@example.com","+1-688-410-4657","EN-004","2025-06-11T01:19:10"
"L0002249","2025-07-05T13:25:06","Google Ads","CMP0005","Cold Lead","Converted","56","1001-5000","Media","Sales Lead","MEA","Social","False","auqztg@example.com","+1-678-635-6588","EN-006","2025-07-18T02:08:37"
"L0002250","2025-06-28T21:43:06","Referral","CMP0020","Campaign Qualified","Qualified","78","1-10","Retail","Procurement","EU","Email","False","jlgrdo@example.com","+1-535-466-8442","EN-001","2025-08-28T16:49:21"
"L0002251","2025-07-03T12:21:05","Website","CMP0001","Campaign Qualified","Unqualified","57","51-200","Manufacturing","Engineer","LATAM","Email","False","kilhfr@example.com","+1-321-383-8473","EN-014","2025-07-08T00:37:02"
"L0002252","2025-08-05T04:44:22","Google Ads","CMP0008","Campaign Qualified","Qualified","90","1001-5000","FinTech","Engineer","EU","Ads","False","dvuodw@example.com","+1-879-393-6973","EN-008","2025-08-12T16:52:15"
"L0002253","2025-05-21T22:46:29","Referral","CMP0023","Cold Lead","New","30","1-10","EdTech","Founder","US","Call","True","racrmf@example.com","+1-856-876-2302","EN-006","2025-08-28T06:58:42"
"L0002254","2025-06-15T16:34:02","Outbound","CMP0011","Cold Lead","New","59","5000+","SaaS","Engineer","US","Social","False","mdlmci@example.com","+1-862-713-6539","EN-007","2025-08-13T02:20:12"
"L0002255","2025-05-01T20:56:49","Outbound","CMP0004","Cold Lead","New","34","201-1000","EdTech","Founder","LATAM","Email","True","euztpe@example.com","+1-779-850-1732","EN-013","2025-06-21T15:16:28"
"L0002256","2025-05-19T19:33:11","Google Ads","CMP0025","Campaign Qualified","Open","67","51-200","SaaS","CMO","India","Web","True","mgdkil@example.com","+1-332-737-1233","EN-006","2025-07-05T00:43:34"
"L0002257","2025-08-15T19:49:16","Outbound","CMP0011","Campaign Qualified","Converted","77","1-10","SaaS","Procurement","US","Ads","True","ordnoa@example.com","+1-915-453-1000","EN-001","2025-08-23T21:19:47"
"L0002258","2025-06-07T21:18:42","Referral","CMP0005","Cold Lead","Open","51","1001-5000","Media","Engineer","EU","Call","True","wexzab@example.com","+1-755-264-7948","EN-019","2025-08-18T12:50:10"
"L0002259","2025-06-03T00:30:54","Outbound","CMP0007","General Inquiry","Open","7","201-1000","Retail","CMO","US","Ads","False","bwszzb@example.com","+1-202-997-3078","EN-015","2025-08-13T06:31:09"
"L0002260","2025-05-27T00:54:33","Google Ads","CMP0006","Cold Lead","Qualified","63","51-200","FinTech","Engineer","LATAM","SMS","True","itgpsk@example.com","+1-772-796-9857","EN-016","2025-07-28T15:33:15"
"L0002261","2025-06-22T07:10:16","Google Ads","CMP0012","Cold Lead","New","68","11-50","HealthTech","CMO","APAC","Ads","True","nlzxqg@example.com","+1-870-420-9448","EN-020","2025-07-01T18:14:13"
"L0002262","2025-07-24T09:44:07","Website","CMP0020","Campaign Qualified","New","68","1001-5000","Media","Marketing Manager","EU","Email","True","qpcspt@example.com","+1-892-824-5876","EN-003","2025-08-14T05:05:08"
"L0002263","2025-07-30T21:06:48","Google Ads","CMP0021","Cold Lead","Qualified","84","11-50","Media","Procurement","LATAM","Web","True","scigov@example.com","+1-775-830-2982","EN-016","2025-08-07T17:33:01"
"L0002264","2025-08-08T16:15:32","LinkedIn","CMP0026","Cold Lead","Open","38","201-1000","EdTech","Procurement","APAC","Email","True","oeexnk@example.com","+1-952-753-1362","EN-016","2025-08-24T14:51:52"
"L0002265","2025-06-06T00:01:22","Partner","CMP0027","Campaign Qualified","Qualified","73","1-10","Manufacturing","Sales Lead","US","Email","True","xhftri@example.com","+1-529-902-3406","EN-020","2025-06-18T12:15:34"
"L0002266","2025-07-04T02:43:51","LinkedIn","CMP0027","General Inquiry","Qualified","83","5000+","Retail","Procurement","US","Call","True","olpacs@example.com","+1-775-313-3092","EN-007","2025-08-10T00:36:53"
"L0002267","2025-05-30T13:58:49","LinkedIn","CMP0006","Campaign Qualified","Qualified","24","5000+","EdTech","Sales Lead","India","Email","True","dxdskq@example.com","+1-342-515-5412","EN-014","2025-06-04T11:55:38"
"L0002268","2025-07-09T19:34:33","Outbound","CMP0016","Cold Lead","Unqualified","66","51-200","Media","Sales Lead","APAC","SMS","False","gxbrfl@example.com","+1-885-749-1485","EN-020","2025-07-18T23:45:16"
"L0002269","2025-05-12T00:38:39","Website","CMP0023","Cold Lead","New","49","5000+","Media","Marketing Manager","India","Call","True","nvxdre@example.com","+1-215-523-8810","EN-012","2025-08-08T16:57:43"
"L0002270","2025-06-18T09:19:14","Website","CMP0025","Cold Lead","Converted","58","5000+","FinTech","Procurement","MEA","SMS","False","yjjdno@example.com","+1-593-753-6899","EN-001","2025-08-27T18:02:07"
"L0002271","2025-07-22T18:13:47","Event","CMP0009","General Inquiry","Open","66","1001-5000","FinTech","Engineer","MEA","Ads","True","mfbejk@example.com","+1-471-548-5084","EN-008","2025-08-05T15:06:39"
"L0002272","2025-07-26T08:33:47","Google Ads","CMP0012","Campaign Qualified","New","50","5000+","EdTech","Marketing Manager","MEA","Email","False","vriark@example.com","+1-983-400-8903","EN-002","2025-08-16T02:31:09"
"L0002273","2025-08-26T03:51:02","Outbound","CMP0021","Campaign Qualified","New","46","1-10","Retail","Engineer","US","Social","True","qwjqih@example.com","+1-382-788-9593","EN-004","2025-08-28T04:17:12"
"L0002274","2025-06-07T01:54:12","Website","CMP0030","Cold Lead","New","60","1001-5000","Media","Sales Lead","India","Email","True","nwsjsl@example.com","+1-398-588-1845","EN-009","2025-07-30T01:01:10"
"L0002275","2025-05-01T11:46:10","Outbound","CMP0017","Campaign Qualified","New","38","1-10","EdTech","CMO","India","SMS","True","umzfqu@example.com","+1-599-913-9466","EN-018","2025-08-22T13:29:52"
"L0002276","2025-06-11T05:05:04","Event","CMP0014","Campaign Qualified","Qualified","38","1-10","Media","Sales Lead","MEA","Ads","True","iroeuk@example.com","+1-525-366-2103","EN-015","2025-08-05T00:11:49"
"L0002277","2025-05-08T01:04:47","Google Ads","CMP0001","General Inquiry","New","73","1-10","FinTech","Sales Lead","US","Ads","False","smbxzn@example.com","+1-509-544-7018","EN-018","2025-08-01T20:08:01"
"L0002278","2025-07-22T05:27:45","Google Ads","CMP0012","Cold Lead","Unqualified","37","5000+","FinTech","Sales Lead","LATAM","Email","True","anlfus@example.com","+1-447-556-6030","EN-004","2025-07-30T12:44:57"
"L0002279","2025-06-15T19:34:18","Event","CMP0009","Campaign Qualified","Qualified","73","11-50","FinTech","Marketing Manager","India","Web","True","zejvcc@example.com","+1-592-383-8622","EN-009","2025-07-05T23:27:27"
"L0002280","2025-07-04T15:37:31","Website","CMP0026","Campaign Qualified","New","69","201-1000","HealthTech","CMO","MEA","Call","True","ecgxan@example.com","+1-276-245-7231","EN-001","2025-08-20T16:48:52"
"L0002281","2025-07-15T07:36:21","Website","CMP0010","Campaign Qualified","New","25","5000+","Retail","Founder","EU","Call","True","jygjhs@example.com","+1-853-383-9966","EN-016","2025-07-17T03:33:49"
"L0002282","2025-06-03T05:10:30","LinkedIn","CMP0004","Campaign Qualified","Qualified","46","1-10","EdTech","Engineer","India","Call","True","ywcdfj@example.com","+1-719-574-1713","EN-009","2025-08-13T02:42:52"
"L0002283","2025-06-30T13:58:47","Google Ads","CMP0006","Campaign Qualified","Qualified","83","11-50","HealthTech","Marketing Manager","APAC","Call","False","deaisj@example.com","+1-442-246-7645","EN-003","2025-07-11T20:06:09"
"L0002284","2025-06-13T19:46:33","Google Ads","CMP0001","Campaign Qualified","Qualified","40","1001-5000","FinTech","Sales Lead","APAC","Call","True","fbmtku@example.com","+1-880-430-4587","EN-011","2025-07-19T08:34:41"
"L0002285","2025-07-09T11:02:57","Referral","CMP0017","Campaign Qualified","Open","50","1001-5000","FinTech","Procurement","APAC","Social","True","olnkob@example.com","+1-553-933-6891","EN-016","2025-07-29T16:53:27"
"L0002286","2025-06-09T07:25:59","Outbound","CMP0001","Campaign Qualified","Converted","69","11-50","Retail","Engineer","MEA","Email","True","ragwjc@example.com","+1-522-215-6458","EN-014","2025-08-14T06:34:03"
"L0002287","2025-07-16T01:21:12","LinkedIn","CMP0011","Cold Lead","Qualified","75","5000+","SaaS","Engineer","MEA","Ads","True","ywmusd@example.com","+1-406-373-5742","EN-006","2025-07-18T02:26:21"
"L0002288","2025-06-18T22:40:22","Website","CMP0002","Campaign Qualified","Qualified","54","1001-5000","E‑commerce","Founder","MEA","Web","False","vcwjgp@example.com","+1-980-887-2489","EN-010","2025-08-27T17:27:34"
"L0002289","2025-05-29T12:59:57","Outbound","CMP0027","Campaign Qualified","Open","48","11-50","FinTech","CMO","EU","Web","False","rxthsd@example.com","+1-494-537-5881","EN-005","2025-06-12T16:22:15"
"L0002290","2025-06-20T17:30:10","Event","CMP0005","Campaign Qualified","New","88","11-50","HealthTech","Engineer","EU","Call","True","acdnpo@example.com","+1-888-364-5337","EN-008","2025-07-23T01:14:28"
"L0002291","2025-05-12T22:00:49","Google Ads","CMP0027","Campaign Qualified","New","94","11-50","Manufacturing","CMO","EU","Web","False","zdyzeh@example.com","+1-954-913-9510","EN-009","2025-07-31T02:57:34"
"L0002292","2025-08-03T19:08:29","Event","CMP0010","Campaign Qualified","Qualified","79","1001-5000","Media","Sales Lead","LATAM","Ads","True","jxaeqb@example.com","+1-255-601-5030","EN-008","2025-08-22T02:02:57"
"L0002293","2025-05-11T15:09:11","Website","CMP0007","General Inquiry","Qualified","61","51-200","Retail","Sales Lead","India","Social","False","btxfed@example.com","+1-528-812-9932","EN-019","2025-08-11T00:44:40"
"L0002294","2025-07-27T11:21:20","Outbound","CMP0007","Cold Lead","Qualified","43","5000+","EdTech","CMO","LATAM","Social","True","heeeen@example.com","+1-428-401-9553","EN-003","2025-08-06T00:42:02"
"L0002295","2025-08-06T02:38:50","Outbound","CMP0011","Campaign Qualified","New","43","51-200","SaaS","Sales Lead","EU","SMS","True","apsxvb@example.com","+1-936-903-2571","EN-009","2025-08-13T08:59:55"
"L0002296","2025-05-15T10:46:36","Website","CMP0011","General Inquiry","New","70","11-50","EdTech","Marketing Manager","MEA","SMS","True","arqfsx@example.com","+1-914-859-6709","EN-002","2025-07-08T17:32:11"
"L0002297","2025-07-20T13:57:42","Outbound","CMP0023","General Inquiry","Qualified","68","11-50","Media","Marketing Manager","US","Ads","True","wovxwf@example.com","+1-734-657-9330","EN-019","2025-08-07T07:27:48"
"L0002298","2025-05-16T11:21:57","Event","CMP0026","General Inquiry","New","88","11-50","SaaS","Procurement","India","Call","False","imobse@example.com","+1-688-332-4686","EN-006","2025-06-22T13:54:07"
"L0002299","2025-05-03T17:17:08","Website","CMP0001","Cold Lead","Unqualified","73","1-10","Retail","Procurement","APAC","Web","False","klmqjt@example.com","+1-300-475-9973","EN-008","2025-07-13T22:23:05"
"L0002300","2025-07-13T22:46:01","Outbound","CMP0002","Cold Lead","Qualified","29","1001-5000","FinTech","Engineer","EU","SMS","True","aevrju@example.com","+1-884-923-5328","EN-004","2025-08-21T14:09:10"
"L0002301","2025-05-22T11:17:54","Event","CMP0002","General Inquiry","Unqualified","81","51-200","Retail","CMO","India","Ads","True","drlxnu@example.com","+1-783-471-1808","EN-011","2025-08-08T14:08:06"
"L0002302","2025-06-28T16:26:02","Referral","CMP0008","Campaign Qualified","Unqualified","40","11-50","EdTech","Marketing Manager","EU","Call","True","aiwtdk@example.com","+1-268-502-4615","EN-010","2025-07-04T09:06:56"
"L0002303","2025-06-10T08:12:00","Referral","CMP0012","Campaign Qualified","Unqualified","52","51-200","HealthTech","Founder","US","Web","True","ivkgxq@example.com","+1-954-573-4944","EN-003","2025-08-21T21:51:42"
"L0002304","2025-06-06T04:23:04","Website","CMP0012","Campaign Qualified","Unqualified","65","201-1000","EdTech","Procurement","MEA","Ads","False","oblqjh@example.com","+1-718-623-4813","EN-002","2025-07-21T11:49:41"
"L0002305","2025-05-06T19:23:48","Referral","CMP0003","Cold Lead","Qualified","99","5000+","SaaS","Founder","EU","Ads","False","nakqyc@example.com","+1-956-721-8903","EN-010","2025-08-28T16:16:30"
"L0002306","2025-05-04T20:01:45","Website","CMP0009","Cold Lead","Unqualified","100","5000+","SaaS","Sales Lead","EU","Call","True","rtuxea@example.com","+1-782-815-4407","EN-001","2025-07-24T06:33:59"
"L0002307","2025-06-26T03:35:53","Website","CMP0009","Campaign Qualified","New","72","201-1000","SaaS","Engineer","APAC","Call","True","bujacs@example.com","+1-725-666-6185","EN-002","2025-08-02T17:27:38"
"L0002308","2025-07-20T15:14:03","Website","CMP0014","Campaign Qualified","Unqualified","56","5000+","E‑commerce","Marketing Manager","US","Ads","True","fyiajg@example.com","+1-334-668-8768","EN-002","2025-08-22T21:39:57"
"L0002309","2025-05-31T07:23:34","Website","CMP0025","Campaign Qualified","Open","70","1-10","Manufacturing","Founder","US","Email","True","lwmcfj@example.com","+1-397-469-2832","EN-002","2025-07-08T10:53:05"
"L0002310","2025-05-21T09:30:53","Google Ads","CMP0014","General Inquiry","New","77","51-200","Media","CMO","APAC","Ads","True","dsmmbd@example.com","+1-649-348-6274","EN-002","2025-07-19T20:25:39"
"L0002311","2025-07-02T07:24:47","Outbound","CMP0024","Campaign Qualified","Converted","53","1001-5000","Retail","Engineer","US","Call","True","lpiyvk@example.com","+1-301-888-1244","EN-019","2025-08-27T03:28:31"
"L0002312","2025-06-16T03:04:21","Event","CMP0027","General Inquiry","Converted","95","5000+","EdTech","Founder","US","Web","True","rcvwls@example.com","+1-801-338-4026","EN-017","2025-08-05T16:35:40"
"L0002313","2025-07-26T21:20:06","Outbound","CMP0010","Cold Lead","New","64","1001-5000","EdTech","Procurement","EU","Ads","False","qhibkg@example.com","+1-377-690-4978","EN-018","2025-08-16T22:23:28"
"L0002314","2025-08-24T13:54:52","Outbound","CMP0027","Campaign Qualified","New","69","1-10","E‑commerce","Founder","APAC","Email","True","ossmve@example.com","+1-953-636-9072","EN-016","2025-08-27T14:23:43"
"L0002315","2025-08-09T07:47:08","Website","CMP0013","Campaign Qualified","Open","73","1-10","Media","Founder","LATAM","Call","True","gbpfjs@example.com","+1-424-395-2590","EN-012","2025-08-20T08:29:44"
"L0002316","2025-08-20T21:54:28","Website","CMP0018","Campaign Qualified","New","68","201-1000","Retail","Founder","India","SMS","True","ecvxpz@example.com","+1-951-319-3300","EN-013","2025-08-28T17:36:22"
"L0002317","2025-07-17T21:35:39","Website","CMP0022","Cold Lead","Unqualified","76","1001-5000","Retail","Founder","US","Email","True","hrqter@example.com","+1-688-600-8920","EN-007","2025-08-23T16:02:26"
"L0002318","2025-07-20T00:00:27","Website","CMP0017","Campaign Qualified","Unqualified","47","11-50","HealthTech","Procurement","LATAM","Call","False","bkkzlu@example.com","+1-548-562-1324","EN-017","2025-08-20T08:10:34"
"L0002319","2025-05-06T03:32:28","Google Ads","CMP0011","Cold Lead","New","48","1001-5000","SaaS","Procurement","EU","Email","False","qebstv@example.com","+1-559-579-8062","EN-010","2025-07-05T15:50:21"
"L0002320","2025-05-16T02:43:27","Google Ads","CMP0024","Campaign Qualified","New","37","11-50","EdTech","CMO","MEA","Email","False","baeqyp@example.com","+1-243-650-7536","EN-003","2025-06-07T23:00:58"
"L0002321","2025-08-07T00:19:15","Website","CMP0029","General Inquiry","Qualified","68","1001-5000","HealthTech","Sales Lead","MEA","Web","False","pgvclo@example.com","+1-912-295-2948","EN-016","2025-08-17T13:59:27"
"L0002322","2025-07-25T05:21:29","LinkedIn","CMP0001","General Inquiry","Converted","75","1-10","EdTech","CMO","MEA","Ads","True","wtcvjy@example.com","+1-335-381-6279","EN-002","2025-08-28T23:46:39"
"L0002323","2025-08-13T13:02:01","Website","CMP0018","Campaign Qualified","Converted","69","1001-5000","SaaS","CMO","MEA","SMS","False","oljkyw@example.com","+1-990-532-2228","EN-011","2025-08-19T13:41:53"
"L0002324","2025-06-20T05:40:53","Google Ads","CMP0016","Campaign Qualified","Open","93","11-50","Media","Founder","LATAM","Email","True","botsfo@example.com","+1-202-318-1050","EN-008","2025-08-20T19:02:16"
"L0002325","2025-05-28T19:51:29","Outbound","CMP0001","Cold Lead","Unqualified","59","51-200","E‑commerce","Sales Lead","US","Web","True","pojsnu@example.com","+1-316-610-7530","EN-003","2025-07-22T10:35:38"
"L0002326","2025-05-04T14:06:20","Referral","CMP0013","Campaign Qualified","New","73","1001-5000","SaaS","Marketing Manager","EU","Web","False","tsxslq@example.com","+1-328-906-3767","EN-015","2025-07-29T18:52:42"
"L0002327","2025-05-26T16:15:12","Referral","CMP0001","Campaign Qualified","Qualified","38","1-10","FinTech","Engineer","MEA","Email","True","wnhuji@example.com","+1-345-293-9690","EN-019","2025-06-26T11:03:55"
"L0002328","2025-07-14T09:11:18","Google Ads","CMP0026","Campaign Qualified","New","52","1001-5000","HealthTech","CMO","India","Web","False","zjwzne@example.com","+1-754-501-8223","EN-014","2025-07-18T11:21:24"
"L0002329","2025-06-28T23:28:38","LinkedIn","CMP0008","Cold Lead","Unqualified","73","5000+","Media","CMO","MEA","Call","True","azbiiu@example.com","+1-679-817-6012","EN-015","2025-08-06T01:42:30"
"L0002330","2025-06-11T22:58:37","Website","CMP0023","Campaign Qualified","New","76","5000+","SaaS","Founder","EU","Ads","True","emyiwh@example.com","+1-941-874-2284","EN-011","2025-06-18T16:40:20"
"L0002331","2025-06-01T00:01:06","Website","CMP0027","Campaign Qualified","Open","54","1-10","Retail","Founder","US","Email","False","ylixlr@example.com","+1-922-517-3120","EN-012","2025-08-22T06:54:35"
"L0002332","2025-07-21T20:32:17","LinkedIn","CMP0005","Cold Lead","New","58","51-200","EdTech","Engineer","India","Email","True","rsqago@example.com","+1-608-398-9634","EN-007","2025-08-27T02:16:38"
"L0002333","2025-06-19T06:36:45","LinkedIn","CMP0013","Cold Lead","New","29","1-10","EdTech","Marketing Manager","LATAM","Web","False","zdsuze@example.com","+1-769-926-4652","EN-003","2025-07-22T17:28:47"
"L0002334","2025-06-09T02:36:25","Website","CMP0001","Campaign Qualified","Qualified","52","1-10","SaaS","Marketing Manager","India","Web","True","mlajnt@example.com","+1-431-444-5540","EN-011","2025-06-15T22:44:33"
"L0002335","2025-06-04T19:49:29","Google Ads","CMP0005","Cold Lead","Qualified","77","51-200","Manufacturing","Marketing Manager","US","Web","True","fmnhmx@example.com","+1-514-348-6735","EN-001","2025-07-19T06:42:25"
"L0002336","2025-06-29T21:46:09","Website","CMP0028","Campaign Qualified","Unqualified","71","1001-5000","Manufacturing","Engineer","US","Call","True","ulllia@example.com","+1-995-528-4114","EN-011","2025-08-15T21:56:54"
"L0002337","2025-07-14T12:35:05","Event","CMP0021","Campaign Qualified","Unqualified","70","11-50","HealthTech","Sales Lead","US","Ads","True","zmcjvv@example.com","+1-952-429-3454","EN-020","2025-07-29T20:44:16"
"L0002338","2025-07-24T19:20:15","Referral","CMP0003","Cold Lead","Open","60","5000+","FinTech","Engineer","APAC","Call","True","kobnsr@example.com","+1-962-707-8767","EN-007","2025-07-27T17:26:39"
"L0002339","2025-07-15T02:43:39","Website","CMP0028","General Inquiry","New","60","201-1000","EdTech","Founder","LATAM","SMS","False","asbsek@example.com","+1-723-407-6407","EN-020","2025-08-15T21:35:46"
"L0002340","2025-07-22T20:13:30","Outbound","CMP0015","Cold Lead","Qualified","46","1001-5000","Media","Sales Lead","MEA","SMS","False","gdhzth@example.com","+1-317-397-8400","EN-009","2025-08-23T19:39:22"
"L0002341","2025-05-02T06:20:08","Event","CMP0018","Cold Lead","New","73","51-200","Retail","Marketing Manager","EU","Web","True","xjjejg@example.com","+1-890-464-1227","EN-008","2025-06-30T11:30:39"
"L0002342","2025-08-22T10:19:06","Google Ads","CMP0017","Cold Lead","Converted","68","11-50","Media","Marketing Manager","LATAM","Ads","False","grqerw@example.com","+1-468-648-1550","EN-011","2025-08-25T13:11:11"
"L0002343","2025-06-20T11:31:55","Referral","CMP0013","Campaign Qualified","Unqualified","69","5000+","HealthTech","Procurement","India","Call","True","borkrp@example.com","+1-656-263-5465","EN-008","2025-08-09T03:16:45"
"L0002344","2025-08-13T21:23:31","LinkedIn","CMP0024","Campaign Qualified","Unqualified","49","201-1000","E‑commerce","Marketing Manager","India","Web","True","hzufdp@example.com","+1-905-878-8637","EN-008","2025-08-27T05:16:28"
"L0002345","2025-07-01T17:36:52","LinkedIn","CMP0028","Cold Lead","Unqualified","16","1-10","FinTech","Procurement","APAC","Web","True","hlnsxq@example.com","+1-771-851-1766","EN-018","2025-08-14T13:24:15"
"L0002346","2025-07-17T18:47:06","Website","CMP0029","Cold Lead","Converted","81","11-50","Media","CMO","APAC","SMS","False","cjofun@example.com","+1-549-616-3008","EN-013","2025-07-25T09:32:23"
"L0002347","2025-05-13T14:49:04","Event","CMP0007","Campaign Qualified","Open","50","1-10","HealthTech","Engineer","LATAM","Call","False","fhszxo@example.com","+1-320-607-7965","EN-014","2025-06-05T23:24:01"
"L0002348","2025-07-22T08:54:19","Website","CMP0024","Cold Lead","Open","42","5000+","Retail","Sales Lead","MEA","Social","True","bdioqe@example.com","+1-463-705-7632","EN-018","2025-08-11T22:26:38"
"L0002349","2025-07-25T10:21:48","Website","CMP0022","Campaign Qualified","Open","73","201-1000","E‑commerce","Engineer","APAC","Web","True","oldlje@example.com","+1-523-354-9237","EN-002","2025-07-26T16:31:50"
"L0002350","2025-06-06T17:18:25","LinkedIn","CMP0003","Campaign Qualified","Open","52","51-200","Manufacturing","Marketing Manager","EU","Ads","False","vvcbwn@example.com","+1-390-385-2084","EN-018","2025-06-17T17:15:13"
"L0002351","2025-08-18T20:46:19","LinkedIn","CMP0015","Campaign Qualified","Qualified","81","1-10","Media","Founder","MEA","SMS","False","qzpvdc@example.com","+1-600-504-6123","EN-008","2025-08-25T14:00:04"
"L0002352","2025-06-08T03:29:22","Website","CMP0029","Campaign Qualified","New","72","1-10","HealthTech","Marketing Manager","EU","Social","True","xtzvcc@example.com","+1-545-507-7610","EN-015","2025-07-09T22:37:58"
"L0002353","2025-08-24T16:27:39","Website","CMP0019","Cold Lead","Qualified","73","1001-5000","Media","Sales Lead","US","Social","True","smjnsj@example.com","+1-400-391-1673","EN-003","2025-08-26T07:09:50"
"L0002354","2025-06-12T00:30:43","LinkedIn","CMP0012","Campaign Qualified","Converted","32","11-50","Retail","Sales Lead","LATAM","Web","True","rzfngq@example.com","+1-507-885-6110","EN-010","2025-08-07T06:57:25"
"L0002355","2025-08-07T14:19:43","Outbound","CMP0001","Cold Lead","Converted","84","11-50","FinTech","Sales Lead","MEA","Social","True","davuhw@example.com","+1-794-501-3405","EN-020","2025-08-22T09:34:42"
"L0002356","2025-05-28T05:05:07","Event","CMP0003","Cold Lead","New","65","201-1000","EdTech","CMO","India","Call","False","bpmxbp@example.com","+1-412-714-8866","EN-005","2025-08-21T03:38:20"
"L0002357","2025-05-24T01:01:37","Website","CMP0030","Campaign Qualified","Open","52","5000+","HealthTech","Procurement","LATAM","Email","True","jaruzq@example.com","+1-505-701-7976","EN-003","2025-07-05T05:39:49"
"L0002358","2025-08-17T12:14:54","Partner","CMP0002","Cold Lead","Converted","62","1001-5000","SaaS","CMO","US","Ads","True","zawizh@example.com","+1-630-733-1277","EN-003","2025-08-27T06:23:16"
"L0002359","2025-06-08T22:42:37","Website","CMP0028","General Inquiry","New","24","11-50","Retail","Founder","APAC","SMS","False","fcwdzg@example.com","+1-540-834-3130","EN-019","2025-06-16T21:47:18"
"L0002360","2025-08-01T00:53:20","Google Ads","CMP0004","Cold Lead","Unqualified","68","1001-5000","SaaS","Procurement","US","Social","False","hmkyoa@example.com","+1-577-787-5958","EN-018","2025-08-10T22:32:54"
"L0002361","2025-07-17T06:26:21","Website","CMP0019","General Inquiry","Unqualified","39","1-10","Retail","Procurement","US","Email","True","izrzkq@example.com","+1-498-415-5905","EN-012","2025-08-16T22:23:04"
"L0002362","2025-06-07T23:36:37","Google Ads","CMP0029","Cold Lead","New","32","1-10","SaaS","Procurement","MEA","Email","True","jiuzuj@example.com","+1-383-989-6634","EN-014","2025-08-19T07:37:47"
"L0002363","2025-06-03T13:15:19","Outbound","CMP0022","General Inquiry","Open","29","5000+","SaaS","Marketing Manager","LATAM","SMS","True","ghwijz@example.com","+1-899-614-4445","EN-006","2025-08-12T05:07:54"
"L0002364","2025-06-24T22:00:41","Website","CMP0011","General Inquiry","Qualified","82","201-1000","EdTech","Founder","US","Call","True","ffcanu@example.com","+1-275-910-7495","EN-013","2025-08-12T05:32:08"
"L0002365","2025-07-25T13:23:03","Google Ads","CMP0020","General Inquiry","Converted","47","11-50","E‑commerce","Procurement","APAC","Call","True","wjwbse@example.com","+1-466-347-1229","EN-002","2025-08-19T13:08:34"
"L0002366","2025-08-12T03:03:12","Google Ads","CMP0005","Campaign Qualified","Converted","90","1001-5000","Manufacturing","Sales Lead","LATAM","Social","True","sybmfm@example.com","+1-969-284-3513","EN-002","2025-08-21T01:33:28"
"L0002367","2025-08-16T03:28:08","Event","CMP0014","Cold Lead","Qualified","49","1001-5000","Manufacturing","CMO","India","Email","False","glouga@example.com","+1-806-557-2926","EN-009","2025-08-16T11:46:28"
"L0002368","2025-07-02T00:36:19","Website","CMP0003","Cold Lead","New","25","5000+","Retail","Founder","MEA","Email","True","ahvhrs@example.com","+1-989-958-3214","EN-007","2025-07-26T09:05:53"
"L0002369","2025-08-07T07:41:54","Outbound","CMP0001","General Inquiry","Open","37","5000+","Manufacturing","CMO","APAC","Ads","True","skijcg@example.com","+1-359-879-9881","EN-015","2025-08-08T19:22:35"
"L0002370","2025-05-13T04:01:43","Outbound","CMP0002","Cold Lead","Qualified","84","1-10","Manufacturing","CMO","LATAM","Ads","True","mlcxiz@example.com","+1-361-456-1619","EN-020","2025-07-31T01:09:55"
"L0002371","2025-07-06T13:30:09","Outbound","CMP0005","General Inquiry","Open","56","1-10","FinTech","Founder","MEA","SMS","True","onxvbc@example.com","+1-368-926-4392","EN-008","2025-07-08T18:56:09"
"L0002372","2025-05-24T19:10:56","Referral","CMP0019","Cold Lead","New","49","51-200","Retail","Engineer","MEA","Social","True","fsuzkh@example.com","+1-500-446-6034","EN-010","2025-07-01T23:07:42"
"L0002373","2025-06-02T23:38:01","Website","CMP0017","Campaign Qualified","Open","63","5000+","SaaS","Marketing Manager","EU","Web","True","zsuasj@example.com","+1-829-981-5429","EN-006","2025-07-23T22:17:35"
"L0002374","2025-05-14T08:06:25","Referral","CMP0008","Campaign Qualified","New","70","201-1000","Media","CMO","US","Email","True","nehyyv@example.com","+1-581-796-2303","EN-012","2025-08-11T18:30:58"
"L0002375","2025-08-20T04:21:45","Google Ads","CMP0027","Cold Lead","New","82","51-200","Manufacturing","Founder","LATAM","Ads","True","jzjqgq@example.com","+1-343-341-2573","EN-016","2025-08-22T14:06:23"
